80, 14-11-2015 02:06:40, 18.000              ,30.000              ,12.000              ,32.000              ,20.292
80, 14-11-2015 02:06:41, 18.000              ,31.000              ,10.000              ,31.000              ,18.231
80, 14-11-2015 02:06:42, 18.000              ,31.000              ,09.000              ,30.000              ,18.555
80, 14-11-2015 02:06:43, 18.000              ,31.000              ,11.000              ,30.000              ,22.461
80, 14-11-2015 02:06:50, 18.000              ,30.000              ,10.000              ,30.000              ,17.773
80, 14-11-2015 02:06:51, 40.000              ,31.000              ,09.000              ,31.000              ,22.070
80, 14-11-2015 02:07:11, 18.000              ,31.000              ,11.000              ,30.000              ,19.336
80, 14-11-2015 02:07:12, 18.000              ,30.000              ,11.000              ,29.000              ,19.336
80, 14-11-2015 02:07:16, 18.000              ,31.000              ,10.000              ,30.000              ,22.070
80, 14-11-2015 02:07:17, 18.000              ,31.000              ,10.000              ,31.000              ,17.578
80, 14-11-2015 02:07:18, 18.000              ,31.000              ,10.000              ,30.000              ,23.242
80, 14-11-2015 02:07:31, 18.000              ,31.000              ,10.000              ,31.000              ,22.461
80, 14-11-2015 02:07:32, 18.000              ,30.000              ,10.000              ,30.000              ,22.461
80, 14-11-2015 02:07:57, 18.000              ,31.000              ,09.000              ,30.000              ,19.922
80, 14-11-2015 02:07:58, 18.000              ,30.000              ,11.000              ,30.000              ,20.898
80, 14-11-2015 02:08:56, 56.000              ,43.000              ,05.000              ,43.000              ,29.102
80, 14-11-2015 02:08:57, 56.000              ,43.000              ,05.000              ,37.000              ,20.313
80, 14-11-2015 02:08:58, 57.000              ,43.000              ,04.000              ,33.000              ,17.969
